"","ID","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m"
"369","SR1800269",10,"School friend","30-34","Female","Part time","Single","5-10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",50303.6642954052
"370","SR1800269",11,"Club/circle friend","25-29","Female","Part time","In a relationship","5-10 years",0,0,"1-3 times/year","Never","Never","4-7 times/week",8146848.96670476
"371","SR1800269",15,"School friend","35-39","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",27235.7054689149
"372","SR1800269",16,"School friend","35-39","Female","Part time","Married with children","5-10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",50686.6134337662
"373","SR1800269",20,"Other friend","35-39","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-2 times/month",4604255.12227727
"374","SR1800269",21,"Neighbor","25-29","Male","Full time","Single","Less than a year",0,0,"1-3 times/year","Never","Never","4-11 times/year",24557.3671615994
"375","SR1800269",22,"Other friend","35-39","Female","Part time","In a relationship","5-10 years",1,0,"1-3 times/year","Never","Never","4-11 times/year",10378500.9743279
"376","SR1800269",23,"School friend","35-39","Female","Part time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-2 times/month",29061.9916224064
"377","SR1800269",24,"School friend","30-34","Female","Full time","Single","More than 10 years",1,1,"1-3 times/year","Never","Never","4-11 times/year",838282.279996891
"378","SR1800269",25,"Sibling","40-44","Female","Full time","Single","More than 10 years",1,1,"1-3 times/year","Never","Never","1-3 times/week",886734.840171701
"379","SR1800269",26,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",1,0,"1-3 times/year","Never","Never","Never",986003.145010178
"380","SR1800269",27,"Work friend","40-44","Female","Part time","Married with children","More than 10 years",1,1,"1-3 times/year","Never","Never","1-3 times/year",886734.840171701
"381","SR1800269",28,"Sibling","35-39","Male","Full time","Married with children","More than 10 years",1,0,"1-3 times/year","Never","Never","1-3 times/year",986003.145010178
"382","SR1800269",29,"Other friend","40-44","Female","Freelance","Married with children","5-10 years",1,0,"Never","Never","Never","1-3 times/year",10377481.0930393
"383","SR1800269",30,"Other friend","40-44","Female","Full time","Divorced","5-10 years",0,0,"Never","Never","Never","1-3 times/year",10875676.1674572
"384","SR1890181",0,"Sibling","45-49","Female","Full time","Divorced","More than 10 years",0,1,"4-11 times/year","Never","Never","1-3 times/week",27112.0333894341
"385","SR1890181",1,"Other relative","Undefined","Female","Full time","Single","More than 10 years",1,1,"1-3 times/year","Never","Never","4-11 times/year",23163.3249754685
"386","SR1890181",2,"Work friend","Undefined","Female","Full time","Married, no children","More than 10 years",1,1,"4-11 times/year","Never","Never","Several times a day",377932.610472963
"387","SR1890181",3,"Work friend","Undefined","Female","Full time","Single","More than 10 years",0,1,"4-11 times/year","Never","Never","1-3 times/week",421427.447344845
"388","SR1890181",4,"School friend","Undefined","Female","Home maker","Married, no children","More than 10 years",0,1,"1-3 times/year","Never","Never","Several times a day",397740.883005787
"389","SR1890181",5,"School friend","Undefined","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",406133.341894187
"390","SR1890181",6,"School friend","Undefined","Female","Part time","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",402810.953670915
"391","SR1890181",7,"School friend","Undefined","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",401619.105856708
"392","SR1890181",8,"School friend","Undefined","Female","Full time","Single","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",396077.892200644
"393","SR1890181",9,"School friend","Undefined","Female","Part time","Married with children","More than 10 years",1,1,"1-3 times/year","Never","Never","Several times a day",958923.031992484
"394","SR1890181",10,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",395939.553959764
"395","SR1890181",11,"School friend","55-59","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",399059.899656035
"396","SR1890181",12,"School friend","55-59","Female","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","Never","Several times a day",395171.41516877
"397","SR1890181",13,"School friend","55-59","Female","Part time","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",33526.9652908359
"398","SR1890181",14,"School friend","55-59","Female","Part time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",47987.3706738981
"399","SR1890181",15,"School friend","55-59","Female","Home maker","Married with children","More than 10 years",1,1,"1-3 times/year","Never","Never","1-3 times/year",47987.3706738981
"400","SR1890181",16,"Work friend","55-59","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","1-2 times/month",378788.267928726
"401","SR1890181",17,"Work friend","35-39","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",3075.64902091787
"402","SR1890181",18,"Work friend","55-59","Female","Full time","Married, no children","More than 10 years",0,0,"4-11 times/year","Never","Never","1-2 times/month",399097.686323219
"403","SR1890181",19,"Work friend","50-54","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","1-2 times/month",401361.844424861
"404","SR1890181",20,"Work friend","50-54","Female","Full time","Single","1-5 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",2162.84321840545
"405","SR1890181",21,"Work friend","50-54","Female","Full time","Single","1-5 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",395939.553959764
"406","SR1890181",22,"Work friend","55-59","Male","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",377932.610472963
"407","SR1890181",23,"Work friend","55-59","Female","Full time","Divorced","More than 10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",395171.41516877
"408","SR1890181",24,"Work friend","55-59","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",400441.353741847
"409","SR1890181",25,"Work friend","55-59","Female","Other","Divorced","More than 10 years",0,0,"3-4 times/month","Never","Never","4-7 times/week",380933.477939715
"410","SR1890181",26,"Work friend","40-44","Male","Full time","Married, no children","1-5 years",0,0,"4-7 times/week","Never","1-3 times/week","1-3 times/week",8777.51435960803
"411","SR1890181",27,"Other relative","55-59","Male","Other","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",23556.0723654695
"412","SR1890181",28,"Work friend","45-49","Male","Full time","Married with children","1-5 years",0,0,"4-7 times/week","Never","Never","Never",8777.51435960803
"413","SR1900226",0,"Spouse/partner","40-44","Female","Full time","Married, no children","5-10 years",1,1,"Several times a day","1-2 times/month","Never","Several times a day",286.526666404292
"414","SR1900226",1,"Sibling","40-44","Female","Full time","Married with children","More than 10 years",1,1,"1-3 times/year","4-11 times/year","Never","1-2 times/month",1055923.17045727
"415","SR1900226",2,"Parent","over 65","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/year","4-11 times/year","1-2 times/month","Never",1055923.17045727
"416","SR1900226",3,"Work friend","45-49","Male","Full time","Married with children","5-10 years",1,1,"3-4 times/month","4-11 times/year","Never","1-2 times/month",52607.5079687048
"417","SR1900226",4,"Work friend","over 65","Male","Full time","Married with children","5-10 years",1,1,"4-11 times/year","1-3 times/year","Never","1-2 times/month",49720.1384331033
"418","SR1900226",5,"In-law","over 65","Male","Unemployed/retired","Married with children","5-10 years",0,0,"4-11 times/year","4-11 times/year","1-3 times/year","Never",30434.6775436986
"419","SR1910239",0,"Other friend","40-44","Female","Part time","Married with children","More than 10 years",1,0,"1-3 times/year","1-3 times/week","Several times a day","Several times a day",105523.857192075
"420","SR1910239",1,"School friend","40-44","Female","Part time","Married with children","More than 10 years",1,0,"1-3 times/year","1-3 times/year","1-3 times/year","1-3 times/year",2547.99591028655
"421","SR1910239",2,"School friend","40-44","Female","Full time","Divorced","More than 10 years",1,0,"1-3 times/year","1-3 times/year","1-3 times/year","1-3 times/year",34492.0654884039
"422","SR1910239",3,"School friend","40-44","Female","Part time","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","1-3 times/year","1-3 times/year",27369.943142065
"423","SR1910239",4,"School friend","40-44","Female","Full time","Divorced","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","1-3 times/year",6868.59974807169
"424","SR1910239",5,"School friend","40-44","Female","Full time","Divorced","Less than a year",1,1,"1-3 times/week","1-3 times/year","1-2 times/month","1-2 times/month",2547.99591028655
"425","SR1910239",6,"Sibling","35-39","Female","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","1-2 times/month","1-2 times/month",16021.2433503019
"426","SR1910239",7,"In-law","35-39","Male","Full time","Married with children","1-5 years",0,1,"1-2 times/month","Never","1-3 times/year","1-3 times/year",16021.2433503019
"427","SR1910239",8,"In-law","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,1,"1-3 times/year","4-11 times/year","1-2 times/month","1-2 times/month",39137.0261920913
"428","SR1910239",9,"In-law","over 65","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/year","4-11 times/year","1-2 times/month","1-2 times/month",39137.0261920913
"429","SR1910239",10,"Parent","over 65","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/week","4-7 times/week","Several times a day","Several times a day",2547.99591028655
"430","SR1910239",11,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/week","Never","Never","Never",2547.99591028655
"431","SR1910239",12,"Other relative","35-39","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","1-3 times/year",2547.99591028655
"432","SR1910239",13,"School friend","40-44","Female","Home maker","Married with children","Less than a year",1,0,"1-3 times/year","1-3 times/year","Never","Never",2547.99591028655
"433","SR1910239",14,"Other friend","30-34","Male","Full time","Single","1-5 years",0,0,"4-11 times/year","Never","4-11 times/year","4-11 times/year",11542.0243956044
"434","SR1910239",15,"Other friend","50-54","Female","Full time","Married, no children","More than 10 years",0,0,"4-11 times/year","Never","Several times a day","Several times a day",3295.59058609199
"435","SR1910239",16,"Other friend","45-49","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Several times a day","Several times a day",7870.38698405783
"436","SR1910239",17,"Other relative","40-44","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","Never",2547.99591028655
"437","SR1910239",18,"Other relative","40-44","Female","Part time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","Never",2547.99591028655
"438","SR1910239",19,"Club/circle friend","55-59","Female","Full time","Divorced","1-5 years",0,0,"1-3 times/week","Never","1-2 times/month","1-2 times/month",7894.86594900939
"439","SR1910239",20,"Club/circle friend","20-24","Female","Student","Single","1-5 years",0,0,"1-2 times/month","Never","Never","Never",7894.86594900939
"440","SR1910239",21,"School friend","40-44","Female","Home maker","Married with children","Less than a year",0,0,"1-3 times/year","Never","Never","Never",2547.99591028655
"441","SR1910239",22,"Club/circle friend","55-59","Female","Full time","Married with children","1-5 years",0,0,"1-3 times/week","Never","4-11 times/year","4-11 times/year",2547.99591028655
"442","SR1910239",23,"Neighbor","60-64","Female","Full time","Married with children","More than 10 years",1,0,"1-2 times/month","Never","1-3 times/year","1-3 times/year",2547.99591028655
"443","SR1910239",24,"Other friend","30-34","Male","Full time","Married with children","More than 10 years",1,1,"1-3 times/year","Never","4-7 times/week","4-7 times/week",10149.8013242141
"444","SR1910239",25,"Spouse/partner","45-49","Male","Full time","Married with children","More than 10 years",1,1,"Several times a day","1-2 times/month","4-7 times/week","4-7 times/week",0
"445","SR1910239",26,"Parent","over 65","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/week","4-7 times/week","Several times a day","Several times a day",2547.99591028655
"446","SR1910239",27,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/week","Never","Never","Never",2547.99591028655
"447","SR1980783",0,"Parent","50-54","Female","Full time","Married with children","More than 10 years",1,0,"4-11 times/year","Never","Never","3-4 times/month",175168.828988282
"448","SR1980783",1,"School friend","20-24","Female","Student","Single","1-5 years",1,1,"Several times a day","4-11 times/year","Never","Several times a day",0
"449","SR1980783",2,"Parent","50-54","Female","Freelance","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/year","Never","4-11 times/year",0
"450","SR2010366",0,"Spouse/partner","25-29","Male","Full time","Married, no children","5-10 years",1,1,"Several times a day","Several times a day","1-3 times/year","Never",0
"451","SR2010366",1,"Other friend","25-29","Female","Part time","Single","5-10 years",0,0,"1-2 times/month","Never","Never","1-2 times/month",29802.8609477159
"452","SR2060098",0,"Work friend","50-54","Female","Part time","Married with children","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","4-7 times/week",2964.09770844545
"453","SR2060098",1,"Work friend","50-54","Female","Part time","Married with children","More than 10 years",0,0,"1-2 times/month","3-4 times/month","Never","4-7 times/week",2964.09770844545
"454","SR2070073",0,"Other friend","25-29","Male","Full time","In a relationship","1-5 years",0,0,"1-3 times/week","1-3 times/week","Never","4-7 times/week",1765.34425101183
"455","SR2070073",1,"Other friend","25-29","Male","Full time","Single","1-5 years",1,0,"1-2 times/month","3-4 times/month","Never","4-7 times/week",44194.156478198
"456","SR2070073",2,"Other friend","25-29","Male","Full time","Single","5-10 years",0,1,"3-4 times/month","3-4 times/month","Never","1-3 times/week",12564.291056596
"457","SR2070073",3,"Other friend","25-29","Male","Full time","Married with children","5-10 years",0,0,"3-4 times/month","3-4 times/month","Never","1-3 times/week",40801.7730173976
"458","SR2070073",4,"Other friend","25-29","Male","Full time","Single","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","1-3 times/week",14698.4036176984
"459","SR2070073",5,"Work friend","30-34","Male","Full time","Married, no children","1-5 years",1,1,"4-7 times/week","Never","Never","3-4 times/month",10639.7864450567
"460","SR2070073",6,"Parent","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","3-4 times/month",129392.032861512
"461","SR2070073",7,"Sibling","30-34","Male","Full time","Married, no children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","1-2 times/month",9105.6911578559
"462","SR2070073",8,"Work friend","30-34","Male","Full time","Married, no children","1-5 years",1,0,"4-7 times/week","1-3 times/year","Never","3-4 times/month",891.071372233542
"463","SR2070073",9,"Work friend","35-39","Female","Full time","Married, no children","1-5 years",0,0,"4-7 times/week","1-3 times/year","Never","3-4 times/month",34849.9635257327
"464","SR2100503",0,"Spouse/partner","35-39","Male","Full time","In a relationship","1-5 years",1,1,"Several times a day","4-7 times/week","Never","Several times a day",0
"465","SR2100503",1,"School friend","45-49","Female","Full time","Married, no children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","Never","4-7 times/week",25260.0650630339
"466","SR2100503",2,"Other friend","35-39","Male","Full time","Single","More than 10 years",0,0,"3-4 times/month","Never","Never","4-7 times/week",823.559081977096
"467","SR2110492",0,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"4-7 times/week","4-7 times/week","Never","Never",3944640.58824599
"468","SR2110492",1,"Spouse/partner","60-64","Male","Unemployed/retired","Married with children","5-10 years",0,0,"Several times a day","Several times a day","Never","Never",0
"469","SR2110492",2,"Child","25-29","Female","Part time","Single","5-10 years",0,0,"Several times a day","Several times a day","4-7 times/week","Never",0
"470","SR2110492",3,"Work friend","40-44","Male","Part time","Married with children","5-10 years",0,0,"4-7 times/week","1-2 times/month","Never","Never",6087.36135097882
"471","SR2110492",4,"Work friend","40-44","Male","Part time","Married with children","5-10 years",0,0,"4-7 times/week","1-2 times/month","Never","Never",1106.63786383733
"472","SR2110492",5,"Work friend","60-64","Male","Part time","Married with children","5-10 years",0,0,"4-7 times/week","1-2 times/month","Never","Never",2288.12861072398
"473","SR2110492",6,"Work friend","30-34","Female","Part time","Single","5-10 years",0,0,"4-7 times/week","1-2 times/month","Never","Never",1106.63786383733
"474","SR2110492",7,"Work friend","30-34","Female","Part time","Single","5-10 years",0,0,"4-7 times/week","1-2 times/month","Never","Never",3115.96761648292
"475","SR2120968",0,"Other friend","55-59","Male","Freelance","Married, no children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-2 times/month","1-2 times/month",11390.9833097912
"476","SR2120968",1,"Spouse/partner","50-54","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","1-2 times/month","4-7 times/week","Never",0
"477","SR2120968",2,"Work friend","35-39","Male","Full time","Married with children","More than 10 years",1,1,"1-3 times/year","1-2 times/month","1-3 times/week","1-3 times/year",8268.18233976034
"478","SR2120968",3,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",0,0,"4-7 times/week","1-2 times/month","4-7 times/week","Never",7677.60991476965
"479","SR2370703",0,"Spouse/partner","25-29","Female","Full time","In a relationship","5-10 years",0,0,"Several times a day","1-3 times/week","Several times a day","Never",0
"480","SR2370703",1,"Other friend","25-29","Male","Full time","Single","1-5 years",0,0,"1-2 times/month","Never","1-2 times/month","Never",11128.7829690441
"481","SR2370703",2,"Other friend","25-29","Male","Full time","Single","1-5 years",0,0,"1-2 times/month","Never","1-2 times/month","Never",16714.0599698172
"482","SR2370703",3,"Other friend","25-29","Male","Full time","Single","5-10 years",0,0,"1-2 times/month","Never","4-7 times/week","Never",160873.839278934
"483","SR2370703",4,"Other friend","25-29","Male","Full time","Single","5-10 years",0,0,"1-3 times/year","Never","3-4 times/month","Never",149140.210060043
"484","SR2370703",5,"Other friend","25-29","Male","Full time","In a relationship","5-10 years",1,1,"1-3 times/year","Never","1-2 times/month","Never",174232.968391229
"485","SR2370703",6,"Parent","55-59","Female","Part time","Divorced","More than 10 years",1,1,"1-3 times/year","1-3 times/year","1-2 times/month","Never",366215.300403495
"486","SR2370703",7,"Parent","60-64","Male","Full time","Divorced","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",158342.596961678
"487","SR2530314",0,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",1,0,"4-7 times/week","1-3 times/year","3-4 times/month","1-3 times/week",10104.4338353067
"488","SR2530314",1,"Work friend","55-59","Male","Full time","Divorced","More than 10 years",1,0,"4-7 times/week","1-3 times/year","Several times a day","1-3 times/week",33557.5539195833
"489","SR2530314",2,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","3-4 times/month",384746.316709461
"490","SR2530314",3,"Work friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","1-2 times/month","1-2 times/month",52029.2348068392
"491","SR2530314",4,"Work friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","1-2 times/month","1-2 times/month",25444.3147780877
"492","SR2530314",5,"Work friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","1-2 times/month","1-2 times/month",9865.82156163411
"493","SR2530314",6,"Work friend","55-59","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Several times a day","Never",1159918.39467093
"494","SR2530314",7,"Work friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"4-7 times/week","1-3 times/year","Several times a day","Never",16756.0198187645
"495","SR2530314",8,"Work friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"4-7 times/week","1-3 times/year","1-2 times/month","1-2 times/month",22999.477095826
"496","SR2530314",9,"Work friend","55-59","Male","Full time","Divorced","More than 10 years",0,0,"1-2 times/month","Never","Never","1-2 times/month",714.663664221539
"497","SR2530314",10,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",1,0,"1-2 times/month","Never","Never","1-2 times/month",3485.86076759111
"498","SR2530314",11,"Spouse/partner","50-54","Female","Home maker","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Never","Several times a day",0
"499","SR2530314",12,"Other relative","60-64","Male","Full time","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","3-4 times/month",255661.082446197
"500","SR2530314",13,"Parent","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"1-2 times/month","1-3 times/year","Never","Never",6324.8220915043
"501","SR2530314",14,"Parent","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","Never",6324.8220915043
"502","SR2550911",0,"In-law","25-29","Female","Part time","Single","1-5 years",0,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",22553.2092361095
"503","SR2550911",1,"In-law","20-24","Female","Full time","Single","1-5 years",0,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",22553.2092361095
"504","SR2550911",2,"In-law","20-24","Male","Full time","Single","1-5 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",22553.2092361095
"505","SR2550911",3,"Other friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",4332.74687739871
"506","SR2550911",4,"Other friend","50-54","Male","Full time","Married with children","More than 10 years",1,0,"1-2 times/month","1-2 times/month","4-11 times/year","Never",39781.1639269622
"507","SR2550911",5,"Neighbor","45-49","Female","Home maker","Married with children","1-5 years",1,0,"1-2 times/month","1-2 times/month","4-11 times/year","Never",380.885588142679
"508","SR2550911",6,"Neighbor","55-59","Male","Full time","Married with children","1-5 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","Never",380.885588142679
"509","SR2550911",7,"Neighbor","35-39","Male","Full time","Married with children","1-5 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",1457.84898551675
"510","SR2550911",8,"Neighbor","30-34","Female","Home maker","Married with children","1-5 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","Never",1457.84898551675
"511","SR2560114",0,"Other friend","45-49","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Several times a day","Several times a day",11791.2419068423
"512","SR2560114",1,"Spouse/partner","40-44","Male","Full time","In a relationship","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Never",0
"513","SR2560114",2,"Parent","over 65","Male","Unemployed/retired","Other","More than 10 years",0,0,"4-11 times/year","4-11 times/year","4-11 times/year","Never",37372.2813827652
"514","SR2660881",0,"Parent","55-59","Female","Unemployed/retired","Widowed","More than 10 years",1,1,"Several times a day","3-4 times/month","Never","Several times a day",0
"515","SR2660881",1,"Spouse/partner","35-39","Male","Full time","In a relationship","1-5 years",1,0,"1-2 times/month","Several times a day","Never","Several times a day",32651.449576181
"516","SR2660881",2,"Other friend","25-29","Female","Full time","Single","5-10 years",1,0,"4-11 times/year","Never","Never","1-2 times/month",77237.763248794
"517","SR2660881",3,"Other friend","55-59","Female","Part time","Married with children","5-10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",21613.1725605957
"518","SR2660881",4,"Other friend","30-34","Female","Home maker","Married with children","1-5 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",11514.1356858255
"519","SR2730212",0,"Neighbor","20-24","Female","Part time","Single","More than 10 years",1,0,"1-2 times/month","4-11 times/year","Never","3-4 times/month",3475.34962027723
"520","SR2730212",1,"Other friend","30-34","Male","Full time","Single","Less than a year",1,0,"1-2 times/month","Never","Never","1-3 times/week",41365.1068488501
"521","SR2730212",2,"Other friend","20-24","Male","Full time","Single","Less than a year",1,0,"1-2 times/month","3-4 times/month","Never","1-3 times/week",46977.5996786356
"522","SR2730212",3,"Other friend","20-24","Male","Full time","In a relationship","1-5 years",1,0,"4-11 times/year","Never","Never","1-2 times/month",30343.6669336306
"523","SR2730212",4,"Other friend","20-24","Male","Full time","Single","1-5 years",1,0,"4-11 times/year","Never","Never","4-11 times/year",56885.0376355569
"524","SR2730212",5,"Other friend","20-24","Male","Full time","Single","1-5 years",1,0,"4-11 times/year","Never","Never","3-4 times/month",252631.77112151
"525","SR2730212",6,"School friend","20-24","Female","Full time","Single","1-5 years",1,0,"4-11 times/year","Never","Never","1-2 times/month",19921.4983417181
"526","SR2730212",7,"School friend","20-24","Female","Full time","Single","1-5 years",0,0,"4-11 times/year","1-3 times/year","Never","3-4 times/month",37421.6308253336
"527","SR2730212",8,"School friend","20-24","Female","Full time","Single","1-5 years",0,0,"4-11 times/year","Never","Never","1-3 times/year",41208.0504502938
"528","SR2730212",9,"Other friend","25-29","Male","Full time","Single","Less than a year",1,0,"3-4 times/month","Never","Never","4-7 times/week",42294.7127610172
"529","SR2730212",10,"Work friend","20-24","Female","Unemployed/retired","Married, no children","1-5 years",0,0,"4-7 times/week","Never","Never","4-7 times/week",48746.1747047036
"530","SR2730212",11,"Work friend","20-24","Female","Student","Single","1-5 years",1,0,"3-4 times/month","Never","Never","4-11 times/year",20062.9531825317
"531","SR2730212",12,"Work friend","35-39","Female","Part time","In a relationship","1-5 years",0,0,"4-7 times/week","Never","Never","4-11 times/year",3475.34962027723
"532","SR2930293",17,"Parent","55-59","Female","Part time","Married with children","More than 10 years",0,0,"Several times a day","4-7 times/week","Never","4-7 times/week",0
"533","SR2990040",0,"Other friend","55-59","Male","Full time","Other","More than 10 years",0,0,"4-7 times/week","1-3 times/week","4-7 times/week","Never",0
"534","SR3070909",8,"Other relative","over 65","Female","Other","Widowed","More than 10 years",0,0,"Several times a day","1-3 times/year","Several times a day","Never",0
"535","SR3360800",0,"School friend","55-59","Male","Full time","Single","More than 10 years",1,0,"1-2 times/month","4-11 times/year","4-11 times/year","Never",744.578520468395
"536","SR3360800",1,"School friend","55-59","Male","Full time","Single","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","1-2 times/month",744.578520468395
"537","SR3360800",2,"Club/circle friend","45-49","Male","Freelance","Divorced","5-10 years",0,0,"1-2 times/month","Never","Never","3-4 times/month",744.578520468395
"538","SR3360800",3,"Club/circle friend","50-54","Male","Full time","Married, no children","5-10 years",0,0,"1-3 times/week","Never","Never","3-4 times/month",744.578520468395
"539","SR3360800",4,"Club/circle friend","45-49","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","Never","Never","1-2 times/month",744.578520468395
"540","SR3360800",5,"Other friend","60-64","Male","Other","Divorced","More than 10 years",1,0,"4-11 times/year","Never","4-11 times/year","Never",744.578520468395
"541","SR3360800",6,"School friend","55-59","Male","Full time","Single","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","1-2 times/month",744.578520468395
"542","SR3410887",0,"School friend","20-24","Female","Full time","Single","More than 10 years",0,0,"1-2 times/month","3-4 times/month","1-3 times/week","3-4 times/month",581.182875472514
"543","SR3410887",1,"Work friend","20-24","Female","Other","Single","1-5 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/week","Never",27183.0304098386
"544","SR3410887",2,"School friend","20-24","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/week","1-2 times/month",2866.55778984969
"545","SR3410887",3,"Sibling","20-24","Female","Full time","Single","More than 10 years",0,0,"Several times a day","3-4 times/month","1-3 times/week","Never",0
"546","SR3410887",4,"School friend","20-24","Female","Student","Single","More than 10 years",0,0,"1-2 times/month","1-3 times/year","1-3 times/week","Never",1735.14473962435
"547","SR3410887",5,"Sibling","20-24","Female","Full time","Single","More than 10 years",0,0,"Several times a day","4-7 times/week","1-3 times/week","Never",0
"548","SR3410887",6,"School friend","20-24","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","1-3 times/year","3-4 times/month","Never",30201.1765720048
"549","SR3410887",7,"School friend","20-24","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","1-3 times/year","3-4 times/month","Never",33120.2993383865
"550","SR3410887",8,"School friend","20-24","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","1-3 times/year","3-4 times/month","Never",14844.2445142693
